timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
18:57:16.909545,2,1,0,0,0,5,5,5
18:57:16.927534,7,2,-1,-1,0,1,-1,1
18:57:16.927534,0,0,0,-1,1,-2,4,16
18:57:16.940524,-5,-2,-4,-1,2,0,2,-5
18:57:16.940524,4,1,0,-4,-1,-2,14,5
18:57:16.962513,-2,0,-1,-1,-2,1,-7,-9
18:57:16.963510,0,1,-3,0,0,0,2,1
18:57:16.985498,-1,-1,-1,-1,-4,-1,-5,1
18:57:16.986496,-11,-8,0,1,-1,0,-5,0
18:57:17.000489,11,3,0,1,1,2,0,3
18:57:17.000489,3,1,-1,-1,0,-7,-4,-5
18:57:17.022478,-2,-3,0,0,-1,0,-1,-3
18:57:17.023483,10,6,3,3,2,0,4,7
18:57:17.045460,2,-1,-1,2,3,-3,-2,-2
18:57:17.046460,-3,2,0,-2,0,0,0,-3
18:57:17.067450,-3,-2,-1,0,-1,-1,-3,-1
18:57:17.068447,3,-2,-3,-3,-3,-6,1,11
18:57:17.082440,-5,-5,-1,-1,1,4,1,0
18:57:17.083436,-2,-5,-1,-3,-5,-8,-5,-4
18:57:17.105423,0,1,-3,-2,-3,1,-17,-3
18:57:17.106422,-3,0,0,0,-2,1,5,-1
18:57:17.120413,5,-1,-2,-3,-7,-2,5,2
18:57:17.121413,-1,-1,0,0,4,1,-3,-3
18:57:17.142427,-4,-5,0,0,-5,-3,-2,-6
18:57:17.143399,10,-1,-1,-5,1,2,-10,10
18:57:17.165386,-8,-3,-4,-3,-4,-7,-3,-5
18:57:17.166384,-3,-5,2,-1,-1,-2,1,-3
18:57:17.180376,2,-3,-2,-3,1,-3,4,6
18:57:17.181377,-8,1,4,4,3,2,0,0
18:57:17.202367,-1,0,0,1,-1,-2,-3,-4
18:57:17.203363,-8,-4,-4,-4,-6,0,-21,-10
18:57:17.226348,-2,-3,1,-1,-2,-1,3,3
18:57:17.226348,-6,-2,0,0,2,-3,0,-5
18:57:17.256329,-1,0,-1,-4,-2,0,-1,-6
18:57:17.256329,0,1,2,0,1,0,-1,-7
18:57:17.263328,10,2,-1,2,-2,0,1,4
18:57:17.264324,-3,1,1,0,0,1,3,-4
18:57:17.286314,-4,-2,-2,0,-1,-6,-1,-4
18:57:17.286314,2,0,-4,-1,-2,1,4,5
18:57:17.308300,-2,-4,-2,-2,-2,-1,-3,-4
18:57:17.309296,0,1,0,3,2,-1,2,1
18:57:17.323291,-7,-7,-3,-1,-3,-2,0,0
18:57:17.324291,2,0,1,-3,-1,-1,-12,-1
18:57:17.345275,-1,0,-1,-1,3,0,-1,-4
18:57:17.346275,3,3,2,2,1,3,9,9
18:57:17.368263,-2,-3,0,-2,1,-1,-4,-2
18:57:17.369259,-3,1,2,-3,-3,-3,-2,1
18:57:17.383254,13,6,2,-1,-6,-3,-2,2
18:57:17.384253,0,1,1,0,-3,2,3,2
18:57:17.413235,-1,-5,-1,-3,0,-4,-4,2
18:57:17.414232,-3,1,-2,-1,-3,1,2,-2
18:57:17.428226,-3,0,0,-2,-1,-1,14,4
18:57:17.429222,-4,-4,-1,-2,-3,-2,-2,1
18:57:17.443217,3,5,0,0,-3,-3,-1,5
18:57:17.444214,-3,-2,-3,-2,0,-1,-9,-1
18:57:17.466201,2,-5,1,1,2,-1,4,8
18:57:17.466201,1,0,-3,-3,-5,-6,-3,-3
18:57:17.488186,-3,-1,1,0,0,1,2,-2
18:57:17.489188,-2,2,0,3,5,-1,-1,2
18:57:17.503176,-3,-1,-5,-1,-2,-1,-2,1
18:57:17.504175,-5,-2,-1,-4,-2,-4,-4,-5
18:57:17.526163,-5,-3,-1,0,-5,-6,-4,-4
18:57:17.526163,1,0,1,2,2,-2,0,2
18:57:17.548152,3,-1,-1,-1,0,2,4,0
18:57:17.549151,-2,1,0,0,2,0,1,0
18:57:17.563142,-1,-4,0,-1,-4,-2,0,-1
18:57:17.564140,-3,2,-1,1,2,2,-1,0
18:57:17.586126,1,-2,1,-2,-2,-2,-2,2
18:57:17.586126,-1,-4,-1,0,-6,-1,-2,-2
18:57:17.608114,1,1,-1,1,-1,-1,-2,-1
18:57:17.609111,-1,0,0,-2,0,-2,-3,0
18:57:17.623105,-3,2,2,-1,0,-4,0,-3
18:57:17.624101,-1,-3,-2,0,-3,0,-4,-2
18:57:17.646087,-4,-3,-1,0,3,2,0,-2
18:57:17.646087,1,2,-2,-1,-1,7,-15,1
18:57:17.668077,-11,-5,-2,0,-2,-4,0,-5
18:57:17.669077,-8,-5,-2,-1,-1,0,-11,-7
18:57:17.683066,11,2,0,0,4,5,2,1
18:57:17.683066,-4,0,0,-3,-3,2,4,4
18:57:17.705052,-3,-2,1,3,5,1,-4,-10
18:57:17.706050,-6,-5,-1,-1,-2,-3,-1,-2
18:57:17.728038,-2,-2,0,1,0,-3,0,-5
18:57:17.729038,-3,-2,-2,-4,2,-3,1,0
18:57:17.743027,-1,0,-1,-3,0,-4,-6,0
18:57:17.744027,-6,-10,-1,2,0,3,2,-1
18:57:17.765015,8,4,-2,-1,-3,-4,8,10
18:57:17.766013,-2,-5,1,-1,-1,0,3,-5
18:57:17.787999,-7,-4,2,0,1,-4,-8,-8
18:57:17.788999,4,0,-2,-1,-7,0,1,3
18:57:17.802990,3,0,0,0,3,-2,1,2
18:57:17.803989,-3,0,-2,-3,-3,-6,-5,-3
18:57:17.832972,-4,-1,1,-2,0,-1,-12,-4
18:57:17.833971,7,0,-1,1,-2,-2,2,8
18:57:17.847964,-6,-4,-3,-3,-2,-1,-2,-8
18:57:17.848961,9,3,0,-4,-4,-3,-4,27
18:57:17.862952,-7,-4,-3,-1,-2,-1,-2,-5
18:57:17.863952,-1,-2,1,1,1,-3,1,-3
18:57:17.884939,0,1,-1,2,2,-1,0,-4
18:57:17.885941,-3,-3,-2,-4,-3,3,4,4
18:57:17.907925,1,5,0,2,2,3,0,0
18:57:17.908924,-2,-3,-1,-3,-1,-5,-2,-3
18:57:17.922915,2,2,0,3,-3,0,2,2
18:57:17.923914,-2,-1,-3,-4,0,2,0,2
18:57:17.945902,7,2,3,4,-1,-1,-8,4
18:57:17.945902,-1,-2,-2,2,2,-3,-1,1
18:57:17.967888,-12,-1,-1,-1,-4,-3,-4,-8
18:57:17.975882,-6,-5,-3,-4,-4,-4,-6,-17
18:57:17.989875,3,2,-2,1,0,3,5,6
18:57:17.990873,0,-1,-1,3,-2,-1,0,1
18:57:18.004866,-6,-7,-1,0,-2,2,0,-5
18:57:18.005864,3,1,-3,-4,-5,-3,2,7
18:57:18.027851,-3,-4,1,0,-1,2,1,-1
18:57:18.028850,0,1,2,-1,-2,3,2,4
18:57:18.042841,-4,-1,0,0,-5,-1,-6,-6
18:57:18.043841,-2,0,0,3,-1,2,-3,-2
18:57:18.065828,1,0,2,0,2,-1,-3,-1
18:57:18.065828,-10,-1,-4,1,-1,2,-10,-5
18:57:18.087813,-3,5,1,1,-2,3,9,2
18:57:18.088814,-1,-2,2,0,-3,-2,2,-2
18:57:18.102805,-1,0,-1,-4,-2,1,0,-1
18:57:18.103804,-2,-4,-2,0,-1,-3,-1,-5
18:57:18.125790,0,3,0,-2,1,-2,-5,-4
