timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
16:47:42.457301,0,-3,0,1,0,-2,1,-2
16:47:42.457301,0,-3,-1,-1,-2,-2,-3,2
16:47:42.479287,0,-4,-3,0,-1,0,0,1
16:47:42.479287,-1,0,-1,-1,0,-2,1,-1
16:47:42.501280,-2,2,1,1,-1,-2,1,1
16:47:42.502272,-1,-1,1,0,-1,-2,-1,-4
16:47:42.516263,-3,-3,-4,-2,1,0,-1,-2
16:47:42.517264,-4,-1,-1,0,-1,1,-4,-1
16:47:42.539249,-4,3,-2,-1,-1,3,2,-1
16:47:42.539249,1,-1,0,-2,-1,-1,-1,2
16:47:42.561236,1,-3,2,0,-1,-2,-1,-3
16:47:42.562236,1,0,-2,0,2,-2,2,-1
16:47:42.576228,0,0,2,0,-3,-1,-1,0
16:47:42.577226,-2,-1,3,1,-2,1,0,-5
16:47:42.599212,-1,1,-1,0,-3,0,-3,-1
16:47:42.599212,-3,1,0,-5,-3,-5,1,0
16:47:42.621199,0,0,2,-2,0,-2,-4,-1
16:47:42.622198,2,0,1,-1,-1,1,-1,-2
16:47:42.636189,-1,0,0,-1,-3,0,-3,-2
16:47:42.637189,-1,0,-1,2,-3,-3,-1,1
16:47:42.659175,-2,2,1,-1,0,-1,1,-1
16:47:42.659175,0,-2,-1,-2,-5,0,2,-1
16:47:42.681161,0,-2,-1,-1,1,-1,0,-2
16:47:42.682161,-5,-1,-5,0,2,0,-3,0
16:47:42.696155,0,1,1,0,2,1,-1,1
16:47:42.711146,0,-1,1,-1,-4,-2,0,-1
16:47:42.719138,-1,2,-1,0,-4,-5,-2,1
16:47:42.719138,-1,1,-2,1,-4,1,-1,-4
16:47:42.741166,0,-1,0,-2,-3,-3,-1,-4
16:47:42.742124,1,-3,-4,0,-3,0,-4,-3
16:47:42.756116,0,0,-3,-1,-3,-6,-5,-1
16:47:42.764110,-3,2,-2,1,-2,-2,0,-2
16:47:42.779100,-5,-2,0,0,-3,-1,1,0
16:47:42.779100,1,-1,-3,1,1,-2,0,-1
16:47:42.801091,2,0,-3,2,-1,-3,-1,0
16:47:42.802087,0,0,0,1,-3,-3,0,0
16:47:42.817078,-3,-1,2,-1,1,-1,-4,4
16:47:42.824072,-3,2,-1,-2,-2,-1,-1,1
16:47:42.839063,0,-3,-2,3,0,1,0,-3
16:47:42.839063,-1,-3,-1,-1,-2,-3,0,-6
16:47:42.861053,-4,0,0,0,0,1,-1,1
16:47:42.862062,-3,-1,0,1,1,-3,0,0
16:47:42.877040,0,-1,-3,-1,-1,0,1,-1
16:47:42.884036,-2,1,0,-1,-3,0,-4,-1
16:47:42.899027,3,-3,-2,1,-4,0,2,0
16:47:42.900027,-2,-3,2,-2,0,0,-2,-4
16:47:42.922015,0,2,1,0,0,-1,0,0
16:47:42.922015,-1,-4,-1,0,-1,0,0,1
16:47:42.937007,-1,-1,-1,0,-1,-1,0,0
16:47:42.944000,-1,0,0,-1,-1,1,-2,-1
16:47:42.958990,1,2,-2,-2,-1,-5,-1,3
16:47:42.959990,1,-2,-1,3,-1,-2,0,2
16:47:42.981976,-2,-1,-1,1,-1,0,2,-3
16:47:42.982977,-2,-1,-1,-1,-2,-1,-3,-4
16:47:42.996967,0,-4,-2,-2,0,1,-2,-1
16:47:43.003962,0,0,-2,0,-1,-1,-1,1
16:47:43.018954,-2,-1,0,-4,2,0,3,0
16:47:43.019956,-1,1,-1,-1,-2,0,-3,1
16:47:43.041942,-2,-1,-2,-3,-3,1,-2,-3
16:47:43.041942,-2,1,-1,1,-1,-1,0,-2
16:47:43.056932,-1,-3,0,0,0,-1,0,1
16:47:43.063927,0,0,1,-2,2,1,-1,-3
