timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
18:52:44.671389,1,3,-3,1,-3,-2,-2,-3
18:52:44.671389,2,1,3,0,-3,-2,1,0
18:52:44.683378,0,0,-1,0,-1,-2,-3,2
18:52:44.690374,-2,0,1,0,-3,-1,0,-3
18:52:44.704364,0,1,0,2,0,-2,-2,2
18:52:44.705365,-2,-1,2,-3,-1,3,-1,1
18:52:44.727350,0,-1,-3,-3,0,-4,-1,-4
18:52:44.727350,-2,-3,1,0,-1,-2,-2,0
18:52:44.742340,0,0,1,-1,3,-1,0,-1
18:52:44.749339,-1,0,-2,2,-1,-1,1,2
18:52:44.764328,1,1,0,2,1,1,0,0
18:52:44.765327,1,0,-1,-1,-1,-3,0,-2
18:52:44.787314,-2,1,1,-2,-1,-1,-1,2
18:52:44.787314,-2,3,-3,-2,-1,4,0,-2
18:52:44.809304,-2,-1,0,0,-3,-4,1,-1
18:52:44.810299,1,1,-2,-2,1,0,0,-1
18:52:44.824301,-1,-3,0,-2,-1,0,-2,-2
18:52:44.825290,-3,0,1,0,0,-4,0,-3
18:52:44.847276,-3,-1,-1,1,1,0,2,-2
18:52:44.847276,-1,-1,-2,-1,-1,2,-4,-2
18:52:44.862267,1,0,-1,-3,1,0,0,-1
18:52:44.869265,-1,1,-2,-1,-2,0,-3,0
18:52:44.884292,-3,-2,1,-1,-1,-2,-3,-3
18:52:44.885251,1,1,1,1,-1,-3,-4,1
18:52:44.907239,-1,-1,2,-4,-5,-1,1,-1
18:52:44.907239,0,0,0,1,-4,-1,0,-1
18:52:44.922230,-1,-3,-2,1,-1,-1,1,1
18:52:44.937220,0,-4,-4,-3,-4,0,-3,-1
18:52:44.944218,0,1,1,-3,-1,0,-2,-3
18:52:44.945216,-1,-1,-1,0,-1,-1,-4,-2
18:52:44.967201,-1,-1,-4,1,3,-2,1,-1
18:52:44.967201,1,-2,-3,0,1,-3,-2,1
18:52:44.982193,0,-1,-1,0,1,0,-2,-3
18:52:44.989190,0,-4,-1,0,0,-4,-1,-4
18:52:45.004182,-1,-3,1,2,-1,-2,1,-1
18:52:45.005178,0,-2,-2,0,0,-1,-2,-3
18:52:45.027165,0,0,0,-1,-2,-1,-2,1
18:52:45.027165,-1,0,-3,-2,-2,-3,-2,-5
18:52:45.042155,-2,-4,-3,-2,-2,-3,-1,-2
18:52:45.049150,-1,-1,0,-1,-3,-1,1,0
18:52:45.064144,-2,-1,1,-1,-3,-2,0,-1
18:52:45.065140,1,0,-3,2,1,1,1,-2
18:52:45.087128,-1,2,-2,1,-1,-1,-3,-5
18:52:45.087128,-1,0,-4,-2,1,-1,-2,1
18:52:45.109116,-3,1,0,0,-3,2,1,-3
18:52:45.110112,-1,-1,0,-3,-2,0,-1,-1
18:52:45.125106,0,1,0,0,-3,-1,0,-4
18:52:45.125106,-3,-2,-3,0,-1,-3,1,-1
18:52:45.148089,-4,-2,-3,-2,2,-3,-1,-1
18:52:45.148089,2,-1,0,1,-4,-2,0,0
18:52:45.170080,1,-1,-1,0,0,1,2,-1
18:52:45.170080,0,1,1,-2,0,-4,-1,0
18:52:45.185070,-1,-2,-3,-3,1,3,0,0
18:52:45.186068,1,-5,-1,0,-1,-3,-5,0
18:52:45.208053,1,-4,-2,-1,-1,-2,-1,-2
18:52:45.208053,-1,0,-1,-1,-1,2,-3,-3
18:52:45.230042,-1,-1,-1,-1,-1,-6,-2,0
18:52:45.232041,-1,0,-1,-2,-4,-3,1,-2
18:52:45.245032,2,2,4,1,2,-3,-3,2
18:52:45.253024,0,-3,0,-4,-1,1,-1,1
18:52:45.268015,-3,-3,-5,1,-1,-1,1,0
18:52:45.268015,-1,1,2,-1,2,-3,-2,1
18:52:45.290004,-3,2,-1,1,-3,-1,-4,-3
18:52:45.291004,-2,0,1,-2,3,-3,-2,1
18:52:45.304995,0,1,-1,-3,-2,-3,-1,1
18:52:45.305994,-1,-1,-1,-1,-1,1,-2,1
18:52:45.326978,-2,0,-3,-1,0,-1,-1,-2
18:52:45.327977,-1,-2,-2,1,1,-1,-1,0
18:52:45.349968,1,-2,-1,-1,1,1,-2,-1
18:52:45.350965,0,-1,1,-2,-1,0,0,-1
18:52:45.364955,-1,-2,2,0,-1,-4,3,1
18:52:45.365956,0,0,-2,-1,0,-1,-1,-4
18:52:45.386943,-3,0,-3,-3,-5,0,-1,-2
18:52:45.387941,1,3,-2,-1,0,-2,-1,-1
18:52:45.409930,0,-2,-2,0,-1,-2,-1,-3
18:52:45.410929,1,0,0,-1,-4,-1,-1,1
18:52:45.424921,0,0,1,-1,-2,-1,0,-1
18:52:45.432914,2,-1,1,1,-1,0,-3,1
18:52:45.447905,0,-2,-4,-3,-1,1,-3,-2
18:52:45.448904,0,-2,1,0,-4,0,-2,1
18:52:45.469893,-2,0,1,1,-1,1,0,-1
18:52:45.470890,-1,-1,-2,1,-2,-1,1,0
18:52:45.484883,-2,-1,-1,-2,1,2,-3,1
18:52:45.491879,0,0,1,1,3,2,1,2
18:52:45.507867,-1,0,-1,-1,-5,0,0,-2
18:52:45.507867,0,-3,-2,-1,0,0,-2,2
18:52:45.529853,-3,-4,-1,0,0,-4,-1,0
18:52:45.530854,1,2,-3,1,0,-1,0,-3
18:52:45.544846,0,0,2,-1,-1,-2,-1,-2
18:52:45.552842,-1,1,-3,1,-3,-2,-2,1
18:52:45.567830,-1,-1,-1,0,0,0,-1,-1
18:52:45.567830,-1,-2,-3,1,2,0,1,-2
18:52:45.589819,0,1,3,0,-3,0,0,-2
18:52:45.590818,-1,-2,-4,0,-1,0,-1,2
18:52:45.604809,0,-3,-2,2,2,2,0,1
18:52:45.612801,-2,0,-3,-3,-4,0,0,-1
18:52:45.627792,3,1,-1,-2,-2,-2,-2,0
18:52:45.627792,-2,0,-2,-1,-2,-2,0,-3
18:52:45.649778,0,-1,-3,0,1,0,-1,1
18:52:45.650780,-3,0,-2,-1,0,1,-2,-3
18:52:45.672764,-1,0,-2,-1,-3,0,-1,0
18:52:45.672764,0,1,1,-2,3,-1,-1,0
18:52:45.686755,-2,-2,0,-2,-2,-1,0,-3
