timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
18:55:46.175817,2,-1,-1,-1,-1,1,4,4
18:55:46.182816,-6,-3,1,-2,-4,-3,0,-4
18:55:46.183815,1,0,0,-3,-3,-3,-6,-5
18:55:46.204801,0,-1,-1,-3,-2,-2,-2,2
18:55:46.205798,1,1,-1,-1,4,0,-1,-1
18:55:46.227785,0,-2,-2,-1,-3,-1,-4,-1
18:55:46.229784,-2,-4,-3,-3,-2,1,0,-3
18:55:46.242775,1,-3,-1,2,2,0,-2,-2
18:55:46.243776,-4,-2,-4,-1,8,0,-2,-1
18:55:46.265762,-1,-1,0,-1,1,1,-2,-2
18:55:46.265762,-1,-3,-3,-2,-4,1,-1,1
18:55:46.287751,-3,-3,-4,0,-5,1,17,2
18:55:46.288749,-2,-1,-1,6,-4,0,-10,-7
18:55:46.302741,3,0,2,0,5,0,-6,17
18:55:46.303737,-4,-2,-1,-3,-5,-1,1,-5
18:55:46.325725,1,1,-1,-2,0,-3,-3,-8
18:55:46.325725,1,-1,0,-3,-4,-4,0,4
18:55:46.347713,-1,1,-3,-4,-1,-1,-5,-5
18:55:46.348710,-3,-4,-3,-1,2,-1,-3,-3
18:55:46.362704,-3,-1,-2,0,0,0,-1,0
18:55:46.363703,7,0,-1,0,-1,1,-1,0
18:55:46.385691,2,-2,-2,-4,-2,-1,-1,-2
18:55:46.386689,-4,-3,0,2,2,0,9,1
18:55:46.407676,2,1,1,-1,-8,-6,-8,5
18:55:46.408675,0,2,-1,6,5,-6,2,-2
18:55:46.423664,-2,-2,0,-2,2,2,3,-4
18:55:46.423664,2,2,-1,4,-5,3,5,12
18:55:46.445654,0,-2,-1,0,3,-3,0,-8
18:55:46.446651,-2,-4,-1,-1,-1,1,-2,-3
18:55:46.467637,-2,-2,1,1,0,-3,-3,-1
18:55:46.468638,4,0,-3,-1,-1,0,0,1
18:55:46.482628,-5,-2,-1,-1,0,-3,-1,-1
18:55:46.483629,-5,-2,-1,-2,2,-1,-4,-4
18:55:46.505613,0,1,-2,-3,-4,-3,-3,1
18:55:46.505613,5,2,1,2,2,3,4,4
18:55:46.527599,-1,2,-3,-3,-2,0,1,5
18:55:46.528600,0,-3,-1,0,-3,-3,-2,-1
18:55:46.542590,1,1,-1,-13,-6,-1,-3,0
18:55:46.543592,-1,-1,-1,0,4,-3,11,1
18:55:46.565579,-2,-4,-4,-7,-3,1,-4,-6
18:55:46.566575,-1,-1,0,-5,-4,0,-1,1
18:55:46.587565,1,-2,-2,0,-4,-3,-2,-3
18:55:46.588564,5,4,-1,-1,3,10,5,-4
18:55:46.602555,-5,-6,-4,-1,-1,0,2,-5
18:55:46.603553,-1,0,-2,-2,-1,1,-4,-1
18:55:46.633533,-1,-2,0,-1,2,-1,-4,-4
18:55:46.633533,0,1,-2,-3,-6,-7,-21,-4
18:55:46.647525,2,-1,-1,-2,-7,-1,1,0
18:55:46.648524,3,-2,-1,-2,0,4,1,3
18:55:46.662516,7,-1,-1,-3,-1,-2,-1,-4
18:55:46.663516,-6,-4,0,-3,0,0,5,-4
18:55:46.685504,-3,0,-1,0,-1,-2,2,1
18:55:46.685504,-4,-6,-1,-7,-3,-1,-4,-4
18:55:46.707488,-3,-3,-2,5,3,0,-3,-3
18:55:46.708488,0,0,-2,-1,-5,-1,2,1
18:55:46.722478,-3,-1,-1,-1,-1,-4,-11,-13
18:55:46.723478,0,-1,0,4,2,1,1,5
18:55:46.745467,-6,-1,0,-3,-6,-2,-4,-4
18:55:46.746466,6,5,0,0,-1,5,10,5
18:55:46.768449,7,0,-1,-2,-4,2,2,2
18:55:46.768449,-7,-5,-4,-2,-5,-5,-7,-6
18:55:46.783444,9,3,2,3,-1,0,-1,4
18:55:46.790439,1,3,0,1,3,-2,7,3
18:55:46.805430,-4,-2,0,3,-4,-1,-1,2
18:55:46.806430,0,0,0,-2,-5,-2,-10,5
18:55:46.827413,-1,-1,0,-1,0,-4,0,-5
18:55:46.828413,-2,0,-1,-1,0,0,1,-5
18:55:46.850398,-4,-5,1,0,-1,-4,-2,-1
18:55:46.851398,1,-1,-3,-1,-5,1,2,-1
18:55:46.865392,2,3,0,3,1,1,-2,-2
18:55:46.866389,4,-1,-1,-2,-3,-1,0,-1
18:55:46.887375,-5,0,-1,0,4,-2,-2,0
18:55:46.888375,0,-3,-3,-1,0,-1,8,-3
18:55:46.903369,2,-2,2,3,-3,-4,-9,-6
18:55:46.910364,-5,1,0,-2,2,2,9,9
18:55:46.925355,-3,0,-3,-1,-5,-6,-8,-9
18:55:46.926353,-7,-5,-1,-4,-4,-1,-1,-4
18:55:46.948340,4,-2,-2,2,0,-4,-13,7
18:55:46.948340,0,-2,2,3,3,0,3,0
18:55:46.963331,-4,-2,-2,-3,-7,-6,-6,-9
18:55:46.970327,-1,1,-3,-1,-2,-2,1,-2
18:55:46.985318,-6,-5,2,-3,1,0,2,0
18:55:46.986318,-3,-2,-3,-1,-1,0,-1,-4
18:55:47.008301,-10,-1,-2,-1,-1,-2,13,-1
18:55:47.008301,-6,-5,-2,-3,1,-1,-2,-7
18:55:47.023292,0,1,1,-4,-4,-1,6,7
18:55:47.030287,-4,-1,-3,1,-1,-1,0,-1
18:55:47.045281,2,2,-1,-6,-5,-5,1,-3
18:55:47.046280,-2,-1,0,0,0,3,0,-1
18:55:47.068263,0,0,4,9,5,-1,1,-1
18:55:47.068263,-3,-3,-2,-6,-5,-2,-6,-6
18:55:47.083257,-6,-5,-1,-4,-2,-1,-2,-5
18:55:47.090250,0,2,1,2,-3,1,-1,0
18:55:47.105243,-3,-3,-2,-5,-1,1,0,-1
18:55:47.106242,0,0,-2,-1,-6,-1,-13,-1
18:55:47.128226,-4,-3,-1,-1,-4,-1,0,0
18:55:47.129226,1,-2,0,3,5,1,-10,7
18:55:47.150216,-3,-3,-3,-4,-8,-3,-19,-8
18:55:47.151212,-4,0,1,8,1,0,0,0
18:55:47.165205,-1,1,1,-5,-3,0,1,-1
18:55:47.166203,-1,-1,1,-5,-4,-1,1,-2
18:55:47.188189,6,2,-1,-1,-2,-2,-3,2
18:55:47.189189,-5,-6,-2,-3,0,-1,1,-2
18:55:47.203181,-6,-1,1,1,3,1,1,-2
18:55:47.218174,0,-2,-1,-2,2,4,-3,-4
18:55:47.225166,0,0,-1,0,-3,-4,-4,-2
18:55:47.226166,1,2,-3,-2,1,3,0,-3
18:55:47.248152,-1,-1,-3,-3,-5,-4,12,7
18:55:47.249153,0,-2,0,-3,0,-2,-16,-6
18:55:47.263146,5,0,0,-1,-2,-6,-9,-1
18:55:47.271139,-3,-1,2,-2,1,-2,2,-4
18:55:47.285131,-4,-1,-1,-1,-1,2,2,-1
18:55:47.286130,-4,-3,0,-3,-3,-2,-2,-1
18:55:47.308114,-4,-1,-2,-4,0,3,1,-3
18:55:47.308114,6,-2,-3,0,3,1,4,9
18:55:47.330104,3,-1,-2,-1,0,-2,3,5
18:55:47.331103,-2,-3,-1,11,6,3,0,-2
18:55:47.345092,-3,1,-2,1,0,-1,-1,-1
18:55:47.346092,0,1,-1,-2,-4,4,5,3
18:55:47.368081,-6,-1,1,-3,-2,-6,-4,4
18:55:47.368081,-3,4,3,-1,2,3,4,0
18:55:47.390070,0,-1,3,0,0,-2,1,-1
18:55:47.391066,2,-3,-1,-1,-1,-3,0,-1
18:55:47.405054,-3,0,-3,-2,-1,0,-4,-2
18:55:47.406054,-5,-2,-1,-1,-2,-1,0,-1
18:55:47.428041,-3,-3,0,-1,1,1,-1,-1
18:55:47.429041,-5,-4,-2,-2,-1,2,-3,-2
18:55:47.450027,-1,-2,-3,-1,-6,-5,3,5
18:55:47.451029,-2,-3,0,3,3,1,-3,-3
18:55:47.466019,-2,-1,-1,0,-2,0,6,1
18:55:47.466019,-5,-3,-4,-2,-2,-3,-9,-8
18:55:47.488006,-1,-1,-4,-12,-8,-1,-24,-3
18:55:47.488006,-2,-2,0,0,2,-4,18,-9
18:55:47.510989,-2,-3,-1,-2,1,1,-1,0
18:55:47.510989,1,3,0,3,-1,-1,6,0
18:55:47.525979,-7,-4,-1,-4,-2,-3,-1,-2
18:55:47.525979,-4,4,-1,1,0,-4,-8,-9
18:55:47.547969,-1,-1,0,4,4,0,-1,3
18:55:47.548968,-5,-3,0,1,1,1,-3,-5
18:55:47.585942,-4,-1,-1,-3,-1,0,2,5
18:55:47.585942,-1,5,1,0,-1,1,2,1
18:55:47.586943,-3,-1,0,-1,-5,-3,-4,-3
18:55:47.586943,0,-3,0,-2,-2,-2,-26,-3
18:55:47.607932,-2,0,0,-2,1,-1,-2,0
18:55:47.608928,-3,-2,1,1,1,1,-12,-4
18:55:47.630914,-5,-2,-1,-12,-10,-7,-7,-11
18:55:47.630914,10,3,-1,5,4,6,-8,-1
18:55:47.645905,-4,-4,-3,-5,-2,-2,-4,-4
18:55:47.652904,6,-2,-1,-3,-4,-2,-1,-2
