timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
16:29:15.416914,2,-1,-1,-4,-4,-8,-10,-2
16:29:15.417914,5,6,4,3,7,17,26,17
16:29:15.439900,0,-1,1,1,4,4,-6,0
16:29:15.439900,-7,-1,-4,-2,4,0,-3,-4
16:29:15.453892,-2,-1,0,-2,-1,-3,-4,-4
16:29:15.461887,1,2,-1,1,4,-1,-17,12
16:29:15.476877,0,0,1,0,-1,1,9,-2
16:29:15.476877,8,2,2,0,1,2,3,6
16:29:15.498862,-10,-3,1,-1,-3,-2,-9,-13
16:29:15.499863,-2,0,0,-4,-2,-3,-1,1
16:29:15.513909,-4,-3,-3,-5,0,-1,-1,-7
16:29:15.521850,0,1,1,1,-1,-3,-6,-8
16:29:15.536845,0,-4,-2,1,-2,0,5,10
16:29:15.536845,-4,-4,-1,-1,1,0,-5,1
16:29:15.551833,1,1,-4,-2,-3,-22,-46,-5
16:29:15.558829,0,0,1,3,3,7,1,-7
16:29:15.573823,12,0,0,0,-2,-3,-3,19
16:29:15.588812,1,0,1,-3,-2,3,8,0
16:29:15.596802,-2,-4,0,2,0,-10,-9,-4
16:29:15.596802,-3,-1,-1,-1,1,2,-6,-5
16:29:15.611795,0,-2,-1,-1,0,-5,6,-4
16:29:15.618792,3,1,0,2,2,1,8,12
16:29:15.633782,-3,0,-2,-5,-2,-5,-3,-3
16:29:15.641776,-1,-1,-1,0,1,-13,-35,0
16:29:15.656766,-6,-2,-4,-2,-1,-5,0,-6
16:29:15.656766,5,-5,-4,-5,-7,-5,-8,3
16:29:15.671757,-6,1,-1,0,1,0,-1,-3
16:29:15.678755,-2,-2,-1,-3,-5,-5,-7,-6
16:29:15.693745,2,0,-1,2,3,-1,-3,-4
16:29:15.701739,-4,-3,-2,-2,1,-1,6,-1
16:29:15.716730,-3,1,1,-1,-1,-1,1,6
16:29:15.716730,-2,-2,-2,0,1,5,4,2
16:29:15.731720,-2,-2,0,-3,0,1,-2,6
16:29:15.738718,1,2,-2,0,0,6,7,0
16:29:15.753709,-5,-1,-1,-3,1,13,21,-19
16:29:15.761702,-2,-4,-1,-1,0,-4,4,1
16:29:15.776691,-2,-2,2,1,3,1,1,-6
16:29:15.784695,2,-1,-1,1,-3,2,-9,6
16:29:15.791683,1,-1,-1,-1,1,-2,-1,-3
16:29:15.798681,-2,-4,0,-2,1,2,9,10
16:29:15.813672,-3,-2,-1,0,3,1,1,-1
