timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
16:20:40.995583,-2,0,1,2,-2,-3,0,-6
16:20:41.012572,9,-3,-1,-2,-1,-3,-3,0
16:20:41.021568,-5,1,-1,1,1,3,3,-3
16:20:41.022566,2,-6,-10,-9,-4,-7,7,26
16:20:41.039557,-9,-5,-2,0,0,2,-1,-4
16:20:41.040555,0,0,-2,-3,-2,-1,3,-1
16:20:41.055544,-3,1,0,1,-2,0,-2,-6
16:20:41.062541,6,6,3,-1,4,7,13,8
16:20:41.077539,-3,-1,-1,-2,-4,-6,-6,-4
16:20:41.077539,0,-5,3,1,3,-4,-12,-7
16:20:41.092523,-18,-11,-10,-11,-13,-22,-28,-20
16:20:41.099518,17,6,3,5,4,7,10,20
16:20:41.114528,-1,-3,-7,0,-2,-2,-4,-7
16:20:41.122504,-6,-1,-2,-3,-4,-5,-5,-7
16:20:41.137495,4,-3,-2,0,0,6,0,-2
16:20:41.137495,3,1,4,3,2,7,10,1
16:20:41.152486,8,-2,-1,-3,-5,0,3,6
16:20:41.160479,3,-1,-2,1,2,5,3,19
16:20:41.174475,-8,-5,-3,-2,-5,-10,-10,-19
16:20:41.182467,7,2,-1,-3,3,6,2,-13
16:20:41.197458,-2,1,2,2,1,4,1,-7
16:20:41.197458,4,-1,-2,-4,-3,1,1,4
16:20:41.212449,-7,0,-5,-1,3,3,-3,-9
16:20:41.220444,-1,1,0,0,1,-2,-4,-7
16:20:41.234437,-4,-8,-5,-4,-3,0,-1,-5
16:20:41.242430,10,-1,-1,0,-3,1,7,6
16:20:41.257419,-13,1,0,4,3,0,-2,-3
16:20:41.264420,0,0,-3,-5,-4,-1,-3,12
16:20:41.272412,-4,-3,2,0,0,-1,-5,-17
16:20:41.280406,-4,-3,-4,-3,-6,-11,-10,-7
16:20:41.294400,-3,-2,-2,0,-2,-4,-5,-5
16:20:41.302394,-5,-6,-2,1,3,5,-6,-19
16:20:41.317387,-13,-12,-6,-4,-2,-3,-3,-8
16:20:41.318384,-19,-7,-2,-4,1,1,-8,-6
16:20:41.332375,2,-3,0,1,-1,1,1,10
16:20:41.347368,-6,3,1,0,4,5,5,-11
16:20:41.355363,-16,-7,-4,-3,-2,-6,4,2
16:20:41.362356,2,0,1,-3,-2,0,-2,-1
16:20:41.377350,1,0,-1,0,1,3,-1,0
16:20:41.378346,-3,1,-4,0,-3,4,1,-2
16:20:41.392337,-11,-4,-5,-2,-3,-4,-12,-18
16:20:41.407329,22,-7,-5,-8,-4,-2,1,17
16:20:41.415326,14,3,4,2,6,14,17,7
16:20:41.422320,-12,-5,1,0,8,1,-2,4
16:20:41.437310,0,2,1,1,-3,-5,-2,-1
16:20:41.445305,0,1,1,-3,-1,2,0,-1
16:20:41.452303,-2,3,0,1,-4,1,0,-2
16:20:41.460299,2,1,2,-2,-3,-3,-3,4
16:20:41.475289,-11,-6,-3,-1,-7,-15,-12,-12
16:20:41.482283,7,-6,-4,-3,5,10,13,-3
16:20:41.497273,-14,-16,-13,-11,-13,-19,-24,-22
16:20:41.505270,10,1,3,5,2,4,12,16
16:20:41.520262,1,1,-1,0,5,4,3,4
16:20:41.521261,3,0,2,3,4,3,4,6
16:20:41.535253,17,0,-2,-2,-3,-6,0,20
16:20:41.542246,0,-2,1,4,-2,5,11,7
16:20:41.557236,-17,-10,-7,-9,-6,-14,-12,-13
16:20:41.565234,-3,-2,0,0,-3,3,-5,-6
16:20:41.580225,0,2,3,2,5,2,5,0
