timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
16:46:01.939194,-1,-2,-1,-2,-2,-3,1,0
16:46:01.939194,0,-2,0,-1,3,1,-1,-1
16:46:01.957184,-1,2,-1,-3,-5,-1,0,-3
16:46:01.957184,-2,-1,1,0,-3,-4,-2,0
16:46:01.972174,0,1,2,2,2,-1,-3,-3
16:46:01.972174,-2,-2,-3,-5,-2,-2,0,0
16:46:01.995163,1,-1,-3,-1,-3,-1,1,0
16:46:01.996160,-2,-2,-2,0,-5,-1,0,-3
16:46:02.016145,-1,-2,1,0,-2,-3,-2,-2
16:46:02.017151,-4,0,0,-3,-2,2,-2,-3
16:46:02.031136,-2,-2,0,-2,-1,-4,0,-1
16:46:02.039132,1,-1,-2,1,1,1,-2,2
16:46:02.053125,2,-1,0,-1,1,0,-2,-3
16:46:02.054122,0,1,0,0,0,2,1,1
16:46:02.076109,-1,-1,0,-2,-2,1,-3,1
16:46:02.077107,-1,2,0,-2,-1,1,0,-2
16:46:02.091099,0,-1,1,1,3,-1,-4,-3
16:46:02.099094,-2,0,-1,1,5,1,0,-3
16:46:02.114085,1,-1,-2,-1,-2,1,-3,-1
16:46:02.114085,-1,-1,-1,-2,-2,1,-2,-1
16:46:02.136071,-1,1,-1,-3,1,-1,-1,-1
16:46:02.137071,0,-3,-3,-1,-1,0,-2,1
16:46:02.151066,-3,1,0,0,-4,-4,1,-3
16:46:02.159056,0,0,0,-3,0,3,0,1
16:46:02.173063,-1,1,-2,1,1,0,-4,0
16:46:02.174049,-4,-2,-1,0,-4,-4,-1,-3
16:46:02.196035,-1,0,1,-1,-3,-2,0,-2
16:46:02.197033,0,-1,1,1,1,0,0,0
16:46:02.211025,-1,-4,0,0,-1,-1,-1,-3
16:46:02.219020,0,-3,0,-1,-2,-2,1,-1
16:46:02.233014,-2,-2,-4,0,-1,-1,0,-3
16:46:02.234012,0,-1,-3,1,1,0,0,-4
16:46:02.256000,1,-1,0,0,0,1,-1,1
16:46:02.256998,-4,-1,-1,-4,-6,-4,-2,-2
16:46:02.271988,-1,-1,0,1,-1,-2,-4,-1
16:46:02.278984,-2,0,-1,-1,0,-1,1,5
16:46:02.293974,1,0,-2,-1,-2,-3,-4,-1
16:46:02.294975,-2,0,1,-1,-4,0,-1,0
16:46:02.316962,-2,-1,-3,0,3,-2,0,-4
16:46:02.316962,-4,-1,1,-5,-3,-3,1,0
16:46:02.331952,-2,-3,0,0,-1,-1,0,0
16:46:02.338946,-2,0,0,0,1,-1,-2,1
16:46:02.353940,1,0,-2,-3,-1,0,-2,0
16:46:02.354938,-3,3,2,3,2,2,2,0
16:46:02.375924,-1,2,-2,-2,-1,-1,-3,1
16:46:02.376923,0,-2,-2,-4,-1,-2,-1,-1
16:46:02.391917,1,2,0,-1,-3,-1,-1,-4
16:46:02.398909,-1,-1,1,4,6,-1,-1,-2
16:46:02.413899,-1,0,-2,2,1,3,-3,-4
16:46:02.414899,1,-2,0,-2,-4,-2,2,-2
16:46:02.435887,-1,0,-3,-3,-2,0,0,4
16:46:02.436886,-2,0,-3,0,-4,2,-3,-1
16:46:02.451876,-2,0,-3,2,0,-2,0,1
16:46:02.458872,-2,0,-1,0,-2,-3,-2,-4
16:46:02.473862,2,-1,0,-1,-1,-2,-4,-1
16:46:02.474865,-2,-3,-2,-3,1,-2,1,-2
16:46:02.496848,1,0,-2,0,0,1,1,-2
16:46:02.496848,-3,0,-2,-4,-2,2,-2,-2
16:46:02.511839,-1,-2,-1,1,4,0,0,-2
16:46:02.518837,1,1,-2,-3,-3,-1,-1,-2
16:46:02.533828,-3,-3,-1,-1,0,-2,-2,-2
16:46:02.534825,-2,0,-1,-2,-1,-1,1,0
16:46:02.556812,-2,-2,-1,2,-3,1,-2,2
16:46:02.556812,-1,1,1,-2,0,0,1,-1
16:46:02.571801,0,-2,-1,1,-1,-1,-3,-1
16:46:02.578797,2,0,0,1,-4,0,1,-1
16:46:02.593790,-3,-3,-3,-4,2,3,-2,-1
16:46:02.594788,0,-2,-1,0,0,-3,-2,2
16:46:02.616774,-2,-3,0,0,0,-1,-2,0
16:46:02.616774,1,2,1,-2,-4,-2,1,1
16:46:02.631768,-2,0,-1,0,-4,-5,-1,-3
16:46:02.638762,-3,-2,-2,-1,-2,1,-1,-3
16:46:02.653754,-1,-3,-2,-3,-1,-2,0,0
16:46:02.654750,-3,0,-2,3,0,-1,-2,0
16:46:02.676737,-1,-1,-2,1,1,-1,0,-2
16:46:02.676737,0,1,1,-2,-1,1,-1,-1
16:46:02.698726,-3,-2,-1,1,-3,-2,-2,-5
16:46:02.699722,1,2,-2,0,-3,-1,-2,-3
16:46:02.713716,0,-1,-2,-3,0,-1,1,-2
16:46:02.714714,-1,1,-2,-2,2,-1,-1,-2
16:46:02.736699,1,2,-3,0,0,0,2,-3
16:46:02.736699,1,3,-5,1,1,-3,-2,0
16:46:02.758686,-2,-1,-2,0,-1,-3,-3,-2
16:46:02.759685,-3,-4,-4,-2,-6,-3,-1,-1
16:46:02.773676,-2,1,3,1,3,1,-1,0
16:46:02.774675,-1,1,-2,-3,-2,0,-4,0
16:46:02.795665,-3,0,-1,-1,-1,1,-2,-1
16:46:02.796671,-1,-1,1,2,-3,-2,-2,-6
16:46:02.818651,0,-1,0,1,-1,-2,0,-1
16:46:02.819651,-5,-1,-1,0,-2,-1,0,-1
16:46:02.833642,-3,-3,1,1,2,-1,2,0
16:46:02.834639,-2,0,3,1,-1,1,-3,1
16:46:02.856630,0,-4,1,0,3,2,2,-1
16:46:02.857625,-1,0,-1,0,-1,-2,-1,-1
16:46:02.879611,-2,2,-1,-1,-2,1,3,-1
16:46:02.879611,0,1,-1,0,-2,2,0,1
16:46:02.893604,-1,1,-4,-3,-5,-1,-2,1
16:46:02.894602,-3,4,0,1,-1,0,-2,-2
16:46:02.916592,0,-2,-2,-1,1,1,-1,-1
16:46:02.917590,-1,-2,-2,0,-2,-4,-3,-3
16:46:02.938576,2,0,-2,-1,-8,-3,-1,-2
16:46:02.939573,0,0,-1,4,3,1,-2,1
16:46:02.954566,-3,-4,-1,-4,-3,0,0,-1
16:46:02.961561,-1,-2,-7,-1,-7,-5,-1,0
16:46:02.976551,-1,-1,-2,-2,5,-2,-5,-3
16:46:02.977551,-3,-2,0,1,1,-2,-1,-1
16:46:02.999537,1,-2,-2,-3,-3,-1,1,0
16:46:02.999537,-2,1,2,-2,-1,-3,-2,-2
16:46:03.021526,0,0,-3,0,-1,-1,-1,0
16:46:03.022525,0,-2,-1,1,-1,-1,2,-1
16:46:03.036514,3,2,2,3,1,1,0,1
16:46:03.036514,0,-1,2,-2,-1,1,-2,3
16:46:03.058502,-1,0,-1,-1,-3,1,-2,-3
16:46:03.059499,2,3,-1,1,1,0,-1,-4
16:46:03.081488,-1,-2,0,0,0,-1,-2,-1
16:46:03.082485,-2,1,1,-3,-2,0,-2,-1
16:46:03.096479,-3,-2,-4,-3,-3,0,0,-1
16:46:03.097478,-1,0,-1,0,2,2,2,1
16:46:03.118465,-3,0,-1,-1,-3,-5,0,-1
16:46:03.119462,-1,2,0,2,4,3,0,-2
16:46:03.141451,1,-2,-3,-1,-4,-1,-1,-1
16:46:03.142450,-1,-4,-1,3,4,-1,-1,-3
16:46:03.156442,-1,0,-2,-3,-3,-2,-1,-3
16:46:03.157444,1,0,-2,0,-4,-2,-1,-1
16:46:03.179428,-1,-1,-2,-1,0,0,0,-4
16:46:03.179428,0,2,1,-1,1,0,-2,0
16:46:03.201414,-1,1,-3,-2,2,-3,0,0
16:46:03.202414,-1,-2,1,2,-1,-1,-1,0
16:46:03.216402,-1,0,-3,0,-5,-3,-1,0
16:46:03.217402,-3,-1,0,-2,-1,0,0,-2
16:46:03.239388,0,6,0,0,-2,0,0,-3
16:46:03.239388,0,-1,2,-1,1,0,-1,-4
16:46:03.254380,0,0,-4,-1,-2,3,-2,-1
16:46:03.261374,2,-1,0,0,1,-2,-1,-1
16:46:03.276367,1,-1,-1,-1,2,1,1,-1
16:46:03.277365,-1,-2,-2,-4,-4,0,2,-2
16:46:03.299354,-4,-2,-2,-1,-3,-3,1,2
16:46:03.299354,-2,-3,-1,1,-3,-1,-1,-3
16:46:03.314342,-1,-3,0,-1,-2,-1,-4,-3
16:46:03.321337,-1,0,0,0,-3,0,2,0
16:46:03.336327,1,0,-1,-1,-1,-2,-1,-3
16:46:03.337329,0,1,-1,-1,-2,-2,-4,-3
16:46:03.359313,0,-1,-1,2,-3,0,-3,3
16:46:03.359313,0,-2,1,-1,-2,-1,2,-4
16:46:03.374304,-3,0,-4,-3,-4,-1,0,1
16:46:03.381300,1,-1,-1,-1,1,-1,-1,0
16:46:03.396290,-1,1,-1,-1,2,-3,0,-1
16:46:03.397290,-3,-1,-3,0,-3,-1,-4,-2
16:46:03.419276,-3,-1,-4,-1,-2,0,1,-2
16:46:03.419276,-1,1,-2,-2,0,3,0,0
16:46:03.441262,2,-1,0,-1,0,-3,-2,-1
16:46:03.442262,1,0,-3,0,3,-2,-1,-3
16:46:03.456256,1,-1,0,-2,-1,-1,1,-1
16:46:03.457253,-4,-2,-1,0,-2,1,-2,1
