timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27
15:24:19.159759,807.7611083984375,265.2002868652344,-23648.6953125,-2828.505126953125,221288.265625,62266.09375,-13074.5712890625,-12201.8955078125,44192.0625,919.9749755859375,36507.15234375,-22289.96875,-34783.26171875,-1095.8511962890625,-7887.51806640625,-17427.216796875,-34711.91015625,-21761.087890625,125197.25,60653.23828125,-44183.74609375,-44153.4375,652522.0,654309.9375,0.0,0.0,0.0
15:24:19.159759,832.7074584960938,287.73248291015625,-23634.92578125,-3752.14599609375,215762.515625,56477.6484375,-13053.6484375,-12180.5263671875,44238.5546875,-734.3526611328125,36532.3671875,-22268.59765625,-34766.80859375,-1115.611572265625,-12304.6318359375,-22325.107421875,-34669.171875,-26706.544921875,120159.78125,55116.0859375,-49262.07421875,-49234.4453125,647395.3125,649160.5,0.0,0.0,0.0
15:24:19.170751,894.4027099609375,342.63232421875,-23603.18359375,-710.3004150390625,220271.28125,61150.9296875,-13029.685546875,-12138.0546875,44312.76953125,2942.954345703125,36706.0078125,-22218.705078125,-34541.21875,-574.123779296875,-7824.21337890625,-17662.822265625,-34348.98046875,-22188.931640625,124797.3046875,59820.21484375,-44874.19921875,-44843.88671875,651691.25,653475.25,0.0,0.0,0.0
15:24:19.173750,899.05224609375,346.47711181640625,-23594.8671875,2048.19384765625,229211.109375,70504.828125,-13032.6357421875,-12135.283203125,44301.4140625,6895.65478515625,36777.80859375,-22212.447265625,-34427.57421875,-245.79757690429688,-353.7196044921875,-9316.8818359375,-34208.87109375,-13852.2001953125,133313.484375,69011.0703125,-36475.0546875,-36441.52734375,659985.875,661821.375,0.0,0.0,0.0
15:24:19.173750,852.020751953125,292.91845703125,-23621.06640625,430.25750732421875,229849.4375,71204.0390625,-13053.3798828125,-12178.8271484375,44219.15234375,5275.03564453125,36639.484375,-22254.29296875,-34595.13671875,-618.562255859375,-784.6924438476562,-9219.15234375,-34458.33203125,-13538.3583984375,133606.578125,69726.0,-36000.26953125,-35967.546875,660393.4375,662232.8125,0.0,0.0,0.0
15:24:19.184750,815.9871215820312,265.826171875,-23648.158203125,-2898.3369140625,222472.109375,63515.37890625,-13058.7451171875,-12204.220703125,44183.8359375,851.4842529296875,36505.72265625,-22279.23828125,-34781.83203125,-1110.0679931640625,-7707.9755859375,-16406.65234375,-34709.5859375,-20556.0625,126456.1875,62315.72265625,-42972.91015625,-42942.33203125,653377.25,655179.375,0.0,49667.0,0.0
15:24:19.187740,842.8111572265625,298.10443115234375,-23638.322265625,-3827.253173828125,216776.375,57555.97265625,-13043.09765625,-12185.98046875,44229.97265625,-844.15234375,36531.47265625,-22255.365234375,-34770.921875,-1133.673095703125,-12269.58203125,-21473.17578125,-34659.60546875,-25667.650390625,121325.1953125,56660.27734375,-48217.01171875,-48187.7734375,648085.9375,649860.8125,0.0,0.0,0.0
15:24:19.189740,903.6123046875,354.4349060058594,-23601.216796875,-752.1459350585938,221275.578125,62218.70703125,-13016.630859375,-12144.3134765625,44308.03125,2877.32470703125,36709.2265625,-22201.001953125,-34548.55078125,-587.714599609375,-7787.732421875,-16826.716796875,-34338.4296875,-21158.888671875,126007.15625,61380.50390625,-43844.15625,-43812.234375,652366.6875,654161.5,0.0,0.0,0.0
15:24:19.198735,908.1724243164062,352.1995849609375,-23602.646484375,2008.1365966796875,230204.40625,71565.09375,-13020.744140625,-12143.77734375,44296.67578125,6854.345703125,36774.3203125,-22190.8984375,-34440.62890625,-254.8283233642578,-330.3826904296875,-8504.828125,-34208.33203125,-12835.30078125,134546.234375,70554.796875,-35463.7890625,-35428.11328125,660645.5,662491.1875,0.0,0.0,0.0
15:24:19.201731,852.6466674804688,299.1773986816406,-23630.990234375,357.74322509765625,230703.59375,72131.7109375,-13048.1044921875,-12186.4267578125,44215.93359375,5186.96337890625,36633.046875,-22237.662109375,-34610.9609375,-635.103759765625,-881.2589721679688,-8552.84375,-34460.74609375,-12656.1162109375,134730.6875,71080.8125,-35123.66015625,-35089.05859375,660919.0,662770.75,0.0,0.0,0.0
15:24:19.203730,820.9049072265625,270.8333435058594,-23648.515625,-2988.108154296875,223171.671875,64285.05078125,-13055.615234375,-12210.4794921875,44184.37109375,719.2417602539062,36501.1640625,-22266.095703125,-34798.10546875,-1131.79541015625,-7921.4951171875,-15902.8076171875,-34707.52734375,-19822.693359375,127446.4453125,63445.484375,-42246.24609375,-42215.3984375,653752.25,655562.625,0.0,0.0,0.0
15:24:19.208730,851.9313354492188,298.19384765625,-23634.388671875,-3890.915771484375,217408.359375,58249.375,-13034.3349609375,-12188.5732421875,44235.0703125,-965.3970336914062,36532.01171875,-22241.416015625,-34785.23046875,-1147.5322265625,-12519.849609375,-21041.845703125,-34657.1875,-25005.455078125,122251.609375,57673.7578125,-47559.28515625,-47529.77734375,648391.1875,650175.25,0.0,0.0,0.0
15:24:19.210728,911.83837890625,355.32904052734375,-23600.58984375,-789.87841796875,221882.875,62893.0625,-13007.6005859375,-12144.7607421875,44315.00390625,2769.6708984375,36714.32421875,-22184.4609375,-34559.19140625,-595.1359252929688,-8034.60302734375,-16434.728515625,-34332.171875,-20542.11328125,126893.6875,62346.16796875,-43212.71875,-43181.06640625,652645.3125,654450.3125,0.0,0.0,0.0
