timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
15:37:12.822453,-1,1,-2,-5,-11,0,-2,-1
15:37:12.838445,-2,1,1,3,-3,0,-5,-4
15:37:12.845441,-1,-2,-2,4,-4,-2,-1,-2
15:37:12.860430,-3,-3,-3,-1,4,-1,1,0
15:37:12.860430,-2,-2,-2,-2,-4,-1,0,-1
15:37:12.874424,0,-1,-1,1,-1,-1,-1,-2
15:37:12.882415,2,1,1,-1,-3,-3,-1,0
15:37:12.897406,1,-2,-4,-4,-5,-1,-1,-1
15:37:12.904405,-3,-1,-2,-1,3,0,1,0
15:37:12.920396,0,0,0,-1,-2,-6,2,0
15:37:12.927388,1,-3,-3,-2,0,-1,-1,-2
15:37:12.935384,-3,0,1,1,2,0,1,1
15:37:12.942379,2,0,-3,-1,-2,-1,-4,-2
15:37:12.957373,-1,-1,-3,1,-4,-4,-1,-1
15:37:12.965368,-2,-4,-2,-4,-9,-4,-2,-5
15:37:12.980355,-2,-2,-1,0,4,1,0,-1
15:37:12.980355,-2,0,-2,-4,-3,0,-2,2
15:37:12.995346,3,1,1,-2,0,-2,0,1
15:37:13.002345,-2,-4,-2,0,2,-2,-4,-3
15:37:13.017332,-4,-1,-4,-4,-5,-3,-2,-3
15:37:13.032326,-3,1,0,0,1,2,-2,0
15:37:13.039320,-1,-4,1,1,5,0,-5,-1
15:37:13.040319,2,-1,-3,0,-8,-2,1,0
15:37:13.055310,-3,-2,1,1,2,-1,0,-4
15:37:13.062304,-2,-2,0,-2,-3,0,-1,0
15:37:13.077295,3,-1,-1,3,4,2,-1,0
15:37:13.085293,0,2,-2,-8,-6,-2,-2,-3
15:37:13.100282,0,1,-2,-3,-4,-6,-2,-1
15:37:13.100282,-4,-2,-2,-2,-1,0,-1,0
15:37:13.115273,1,-1,1,-2,-1,-1,1,-1
15:37:13.122270,0,-1,-3,1,-3,-2,0,-1
15:37:13.137258,0,-1,-1,-3,-5,-1,-3,-1
15:37:13.145256,0,2,-4,-3,-2,-3,-2,0
15:37:13.160244,1,-3,0,3,2,2,-2,-2
15:37:13.160244,-2,0,1,-3,-1,-3,1,-2
15:37:13.175235,1,0,1,-3,1,1,0,-2
15:37:13.182231,1,-2,0,0,5,1,-1,0
15:37:13.197221,-2,-3,-1,4,0,4,5,1
15:37:13.205219,-1,-3,-3,-2,0,-2,-1,0
15:37:13.220206,-2,-2,0,0,-2,-1,-3,-3
15:37:13.220206,0,-1,0,0,-7,-6,1,-1
15:37:13.235198,0,-1,-1,-2,7,1,-3,0
15:37:13.242194,-3,-1,0,-2,-8,0,-1,-3
15:37:13.257185,-1,-3,-2,-2,-1,0,-1,-1
15:37:13.272174,3,7,-1,4,4,4,4,2
15:37:13.280170,-1,-1,-1,2,-2,-2,-1,-5
15:37:13.280170,0,-4,0,2,2,-1,-2,-1
15:37:13.295160,0,-2,0,0,0,-1,0,2
15:37:13.302157,0,-2,-2,1,0,-3,-1,-1
15:37:13.317148,-1,0,-2,-1,-1,-2,1,1
15:37:13.325145,-4,-1,-5,-3,-6,-1,-2,-1
15:37:13.347128,0,-1,1,-3,3,3,-1,-3
15:37:13.355125,1,1,-4,-3,-4,-4,1,2
15:37:13.355125,-1,0,0,-3,-4,-2,-3,3
15:37:13.362118,2,-2,-3,-4,-5,-1,2,1
15:37:13.385107,-5,-1,0,-1,-4,1,-1,1
15:37:13.385107,-2,0,-2,0,-4,-3,0,-4
15:37:13.400095,-2,0,-2,1,-7,-3,-1,-1
15:37:13.400095,0,0,-1,2,2,0,-2,-2
15:37:13.415088,-3,1,-2,-6,-1,1,0,-2
15:37:13.422084,0,1,0,2,0,0,-1,2
15:37:13.437074,-4,-3,1,-1,-2,1,-1,-5
15:37:13.445069,2,-3,0,-3,0,1,-2,0
15:37:13.467056,-3,0,0,0,2,4,-3,-2
15:37:13.468056,-1,-2,-1,-2,-12,-1,-1,-1
15:37:13.482047,-1,-1,0,-1,-1,0,-4,-2
15:37:13.483046,2,0,-1,-3,-1,0,-1,2
15:37:13.498035,-1,0,3,2,4,0,0,0
15:37:13.505033,-2,2,-2,-8,-4,-2,-5,-3
15:37:13.520024,0,1,-2,-3,-1,-4,-2,-1
15:37:13.527016,-4,-2,1,0,2,0,-1,1
15:37:13.542010,-3,-2,-2,-1,0,0,0,-1
15:37:13.543007,1,0,1,0,-2,-2,0,0
15:37:13.557000,-1,0,1,2,5,1,-3,3
15:37:13.564996,1,-1,0,3,2,-1,2,-1
15:37:13.579986,-2,3,-1,-3,-6,-2,-1,-1
15:37:13.586985,-4,-2,-2,-4,-2,-2,-3,-1
15:37:13.601971,-1,2,0,-2,0,-2,0,0
15:37:13.602972,-1,-2,-1,1,-8,-1,2,-2
15:37:13.617963,-3,-2,-3,3,-5,-4,-1,-5
15:37:13.624958,1,0,1,0,0,-2,-1,1
15:37:13.639949,1,-1,1,-4,0,-4,-2,-2
15:37:13.647941,-3,-1,0,2,1,1,3,1
15:37:13.661933,0,1,3,1,0,-2,-3,-3
15:37:13.662932,0,-2,-1,0,-1,-1,2,1
15:37:13.677924,1,-1,-1,2,-1,2,-3,-3
15:37:13.684921,-2,0,0,0,-5,-2,-3,0
15:37:13.699912,0,1,-1,-6,-5,0,-1,-1
15:37:13.706907,1,-1,-2,-2,-5,-4,-3,2
15:37:13.721895,-3,-1,-5,-9,3,2,-2,-3
15:37:13.722896,-1,1,-2,1,-3,-1,-1,-2
15:37:13.737888,-3,0,0,-1,1,4,0,4
15:37:13.744883,-2,1,0,-3,-2,-3,1,-2
15:37:13.767867,0,-1,0,-4,-3,0,-1,-1
15:37:13.767867,3,3,0,3,4,-3,1,2
15:37:13.781861,-1,2,0,1,-2,-4,0,-1
15:37:13.782860,-3,-4,-4,-5,-1,-2,-1,-4
15:37:13.797848,-2,-1,-3,-1,-7,-6,0,1
15:37:13.804844,-2,-1,-1,-2,1,5,-2,-1
15:37:13.819835,-1,-1,-1,6,-3,-1,-1,-1
15:37:13.827833,0,-1,-2,-1,0,0,-1,-1
15:37:13.841820,-4,-2,-1,-1,-3,0,-1,-3
15:37:13.842821,-2,0,-2,0,0,-2,-1,-1
15:37:13.857811,0,0,2,0,1,0,1,1
15:37:13.864807,-2,-1,0,-2,-5,2,1,-3
15:37:13.879797,-1,-2,-2,-1,-5,-5,-3,-2
15:37:13.887792,0,-2,-1,2,4,-1,2,0
15:37:13.902785,0,-1,-1,-1,-10,-4,-1,2
15:37:13.902785,0,-1,-2,-3,-1,1,-1,0
15:37:13.917775,3,-1,1,0,-4,-8,2,1
15:37:13.924769,0,-2,-2,-1,-2,-1,-2,2
15:37:13.939761,-4,-1,-1,-3,1,2,3,1
15:37:13.947755,1,-1,-2,-3,-2,0,-4,1
15:37:13.962746,0,-1,-1,-3,-5,-2,-1,1
15:37:13.962746,-3,1,-1,0,-1,4,0,-4
15:37:13.977737,0,-1,2,-3,0,-2,-1,2
15:37:13.984735,1,1,-3,-3,4,4,-1,1
15:37:13.999724,1,-1,0,-1,1,-1,-3,1
